Title,Description,Address,Price,Feature,Date_Info
4units Of 2beds..,4units Of 2beds../Flat Apartment FOR Rent,Ikeja Gra Ikeja Lagos,"₦ 17,000,000",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 09 Jun 2026"
Serviced 3bedroom Flat,Serviced 3bedroom Flat/Flat Apartment FOR Rent,"Lekki Phase 1 By Maruwa, Lekki, Lagos Lekki Lagos","₦ 12,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 18 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 12,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 08 Mar 2026"
Furnished Mini Flat With Swimming Pool,Furnished Mini Flat With Swimming Pool/Flat Apartment FOR Rent,"Lekki Phase1 By Maruwa, Lekki, Lagos Lekki Lagos","₦ 8,000,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 17 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 40,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 08 Mar 2026"
Furnished 3 Bedroom Apartment,Furnished 3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 35,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 20 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Near Court Ring Rd Ibadan Oyo,"₦ 4,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 11 Apr 2026"
Self Contain With Open Kitchen,Self Contain With Open Kitchen/Flat Apartment FOR Rent,Agungi Lekki Lagos Lekki Lagos,"₦ 1,500,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 20 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Parkview Estate Ikoyi Lagos,"₦ 25,000,000/year",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 19 Apr 2026"
Decent 3bed,Decent 3bed/Flat Apartment FOR Rent,Gbagada Phase 1 Gbagada Lagos,"₦ 5,000,000",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 21 Jun 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat / Apartment FOR RENT,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
Fully Furnished 2 Bedroom For Rent,Fully Furnished 2 Bedroom For Rent/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 35,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 31 May 2026"
Nice 2bedroom Flat,Nice 2bedroom Flat/Flat Apartment FOR Rent,"Osapa London Lekki, Lagos Lekki Lagos","₦ 7,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 14 Jun 2026"
Newly Built Serviced 2 Bedroom Apartment,Newly Built Serviced 2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 10,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 05 Mar 2026"
Furnished & Serviced 3bed..,Furnished & Serviced 3bed../Flat Apartment FOR Rent,Ikeja Gra Ikeja Lagos,"₦ 25,000,000/year",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 07 Feb 2026"
2 Bedroom Furnished Shared Apartment,2 Bedroom Furnished Shared Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 1,000,000/month",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 10 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Jahi Gilmore Jahi Abuja,"₦ 8,000,000/year",3 Baths,"Updated 22 Jun 2026, Added 12 Oct 2025"
Beautiful 2 Bedroom Apartment,Beautiful 2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 17,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 16 Mar 2026"
Luxury Furnished 2 Bedroom For Rent,Luxury Furnished 2 Bedroom For Rent/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 16,500,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 02 Jun 2026"
Fully Furnished 2 Bedroom For Rent,Fully Furnished 2 Bedroom For Rent/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 35,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 31 May 2026"
5 Bedroom Duplex,5 Bedroom Duplex/House FOR SALE,"Airforce Est, Bashorun Housing Estate Akobo Ibadan Oyo","₦ 200,000,000",5 Beds,"Updated 21 Jun 2026, Added 25 Mar 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 12,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 06 Mar 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 20,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 06 Mar 2026"
Furnished & Serviced 3bed..,Furnished & Serviced 3bed../Flat Apartment FOR Rent,Ikeja Gra Ikeja Lagos,"₦ 27,000,000",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 09 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 37,500,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 06 Mar 2026"
Furnished 2 Bedroom With 24hours Light For Rent,Furnished 2 Bedroom With 24hours Light For Rent/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 12,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 02 Jun 2026"
Self Contain With Seat Out,Self Contain With Seat Out/Flat Apartment FOR Rent,"Ikeja Oregun, Ikeja, Lagos Ikeja Lagos","₦ 1,700,009/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 11 Jun 2026"
Fully Furnished 2 Bedroom Apartment,Fully Furnished 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 12,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 11 Mar 2026"
2 Bedroom Apartment With Bq,2 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 25,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 08 Mar 2026"
3 Bedroom Fully Furnished Apartment,3 Bedroom Fully Furnished Apartment/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 50,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 06 Mar 2026"
Fully Furnished 2 Bedroom For Rent,Fully Furnished 2 Bedroom For Rent/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 35,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 31 May 2026"
Luxurious 3 Bedroom Apartment With Bq,Luxurious 3 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 40,000,000/year",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 17 Apr 2026"
Premium 3 Bedroom Furnished Apartment (ocean View),Premium 3 Bedroom Furnished Apartment (ocean View)/Flat / Apartment FOR RENT,Eko Atlantic City Victoria Island Lagos,"₦ 84,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 16 Jun 2026"
Nice Room With Toilet And Bathroom Inside,Nice Room With Toilet And Bathroom Inside/Flat Apartment FOR Rent,"Iyana Yesi, Ado Otta, Ogun State Ado Odo Ota Ogun","₦ 180,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 15 Jun 2026"
One Bedroom Flat,One Bedroom Flat/Flat Apartment FOR Rent,"Lokogoma By Wumba Road, Lokogoma, Abuja Lokogoma Abuja","₦ 1,200,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Parkview Estate Ikoyi Lagos,"₦ 27,000,000/year",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 17 Apr 2026"
Spacious 2 Bedroom Penthouse,Spacious 2 Bedroom Penthouse/Flat Apartment FOR Rent,Parkview Estate Ikoyi Lagos,"₦ 20,000,000/year",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 17 Apr 2026"
Serviced Furnished 2bedroom Flat,Serviced Furnished 2bedroom Flat/Flat Apartment FOR Rent,"Lekki Phase 1 By Maruwa, Lekki, Lagos Lekki Lagos","₦ 11,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 20 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 14,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 07 Mar 2026"
Brand New 2bed..,Brand New 2bed../Flat Apartment FOR Rent,Ifako Gbagada Gbagada Lagos,"₦ 5,000,000",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 12 Jun 2026"
Brand New Two Bedroom Flat,Brand New Two Bedroom Flat/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 10,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 18 Jun 2026"
Nee 1 Bedroom Apartment,Nee 1 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Lagos,"₦ 10,000,000",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 18 Jun 2026"
3 Bedroom Detached Duplex,3 Bedroom Detached Duplex/House FOR SALE,Agungi Lekki Lagos,"₦ 550,000,000",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 17 Mar 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 45,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 08 Mar 2026"
To Let: ??a Newly Standard 3 Bedroom Flat,To Let: ??a Newly Standard 3 Bedroom Flat/Flat Apartment FOR Rent,Alakia Ibadan Oyo,"₦ 1,850,000",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 08 Jun 2026"
Furnished 4 Bedroom Apartment,Furnished 4 Bedroom Apartment/Flat Apartment FOR Rent,Sanusi Fafunwa Victoria Island Lagos,"₦ 30,000,000/year",4 Beds 5 Baths,"Updated 22 Jun 2026, Added 14 May 2026"
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 7,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 27 Apr 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 7,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 13 May 2026"
New 3 Bedroom Apartment,New 3 Bedroom Apartment/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 40,000,000",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 17 Jun 2026"
Furnished Apartments In Ikoyi,Furnished Apartments In Ikoyi/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 37,000,000",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 19 Jun 2026"
Fully Serviced 2 Bedroom Apartment For Rent,Fully Serviced 2 Bedroom Apartment For Rent/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 23,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 03 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,"Aliri Estate, Olorunda Akobo Ibadan Oyo","₦ 1,300,000",2 Beds,"Updated 22 Jun 2026, Added 08 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 10,000,000/year",,"Updated 22 Jun 2026, Added 14 May 2026"
New 3 Bedroom Apartment,New 3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 25,000,000",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 17 Jun 2026"
Premium 3 Bedroom Furnished Apartment (ocean View),Premium 3 Bedroom Furnished Apartment (ocean View)/Flat / Apartment FOR RENT,Eko Atlantic City Victoria Island Lagos,"₦ 84,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 16 Jun 2026"
New 2 Bedroom Apartment,New 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 25,000,000",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 17 Jun 2026"
New 3 Bedroom Apartment,New 3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 30,000,000",3 Beds 4 Baths,"Updated 22 Jun 2026, Added 17 Jun 2026"
To Let:*30 Nos Of *a Room Self Contained,To Let:*30 Nos Of *a Room Self Contained/Flat Apartment FOR Rent,Soka Ibadan Oyo,"₦ 700,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 08 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 8,000,000/year",,"Updated 22 Jun 2026, Added 13 May 2026"
New 2 Bedroom Apartment,New 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Lagos,"₦ 15,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 18 Jun 2026"
2 Bedroom Apartment For Rent,2 Bedroom Apartment For Rent/Flat Apartment FOR Rent,Along Lekki Expressway Lekki Lagos,"₦ 10,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 09 Jun 2026"
New House 1 Bedroom Apartment For Rent,New House 1 Bedroom Apartment For Rent/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 10,000,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 01 Jun 2026"
2 Bedroom Apartment In Lekki,2 Bedroom Apartment In Lekki/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 20,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 17 Jun 2026"
"A Single Room With Kitchen, Gym And Football Pitch","A Single Room With Kitchen, Gym And Football Pitch/Flat Apartment FOR Rent",Agungi Lekki Lagos,"₦ 2,200,000",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 16 Jun 2026"
New 4 Bedroom Terrace Duplex,New 4 Bedroom Terrace Duplex/House FOR SALE,Ikate Lekki Lagos,"₦ 350,000,000",4 Beds 4 Baths,"Updated 22 Jun 2026, Added 30 May 2026"
Brand New Serviced 1bedroom And 2bedroom,Brand New Serviced 1bedroom And 2bedroom/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 7,500,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 06 Jun 2026"
New 2 Bedroom Apartment,New 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 10,000,000",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 21 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 8,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 14 May 2026"
New 2 Bedroom Apartment,New 2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 12,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 18 Jun 2026"
Furnished 2bedroom Apartment,Furnished 2bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 20,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 18 Jun 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat Apartment FOR Rent,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Oluyole Estate Ibadan Oyo,"₦ 3,000,000",3 Beds,"Updated 22 Jun 2026, Added 10 Jun 2026"
Fully Furnished Room And Parlor Self Contained,Fully Furnished Room And Parlor Self Contained/Flat Apartment FOR Rent,Ibadan Oyo,"₦ 2,000,000",,"Updated 22 Jun 2026, Added 10 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Akobo Ibadan Oyo,"₦ 1,000,000",,"Updated 22 Jun 2026, Added 08 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 60,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 28 Apr 2026"
New 3 Bedroom Apartment,New 3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Lagos,"₦ 16,000,000",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat / Apartment FOR RENT,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
To Let: ??a Newly Standard 3 Bedroom Flat,To Let: ??a Newly Standard 3 Bedroom Flat/Flat Apartment FOR Rent,Alakia Ibadan Oyo,"₦ 1,850,000",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 08 Jun 2026"
To Let: A Fully Furnished Room And Parlor,To Let: A Fully Furnished Room And Parlor/Flat Apartment FOR Rent,Samonda Ibadan Oyo,"₦ 2,000,000/year",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 10 Jun 2026"
Furnished 2 Bedroom Apartment,Furnished 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 20,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 03 May 2026"
New 3 Bedroom Apartment,New 3 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 20,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 14 Apr 2026"
Furnished Luxury Apartments In Ikoyi,Furnished Luxury Apartments In Ikoyi/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 32,000,000",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 19 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Victoria Island Lagos,"₦ 40,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 22 May 2026"
New 2 Bedroom Apartment,New 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 25,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 03 Jun 2026"
New 2 Bedroom Apartment,New 2 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 20,000,000",2 Beds 3 Baths,"Updated 22 Jun 2026, Added 21 Jun 2026"
2 Bedroom Apartment For Rent,2 Bedroom Apartment For Rent/Flat Apartment FOR Rent,Sangotedo Lagos,"₦ 4,000,000/year",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 16 Jun 2026"
4bed Massionette+bq..,4bed Massionette+bq../House FOR SALE,Shonibare Estate Maryland Lagos,"₦ 800,000,000",4 Beds 5 Baths,"Updated 22 Jun 2026, Added 16 Feb 2026"
4 Bedroom Apartment With Bq,4 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Victoria Island Lagos,"₦ 85,000,000/year",4 Beds,"Updated 22 Jun 2026, Added 24 Nov 2025"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦ 29,999,999/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 25 Feb 2026"
New 4 Bedroom Apartment With Bq,New 4 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Old Ikoyi Ikoyi Lagos,"₦ 49,999,999/year",4 Beds 4 Baths,"Updated 22 Jun 2026, Added 25 Feb 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,"Banana Island Estate, Ikoyi Lagos","₦ 59,900,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 03 Mar 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Old Ikoyi Ikoyi Lagos,"₦ 30,000,000/year",3 Beds 2 Baths,"Updated 22 Jun 2026, Added 03 Mar 2026"
3 Bedroom Apartment +bq+gym+pool,3 Bedroom Apartment +bq+gym+pool/Flat Apartment FOR Rent,Banana Island Estate Banana Island Ikoyi Lagos,"₦ 59,500,000/year",3 Beds 2 Baths,"Updated 22 Jun 2026, Added 03 Mar 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦ 25,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 09 Nov 2025"
4 Bedroom Apartment +bq+gym+pool,4 Bedroom Apartment +bq+gym+pool/Flat Apartment FOR Rent,Banana Island Estate Banana Island Ikoyi Lagos,"₦ 60,000,000/year",4 Beds 4 Baths,"Updated 22 Jun 2026, Added 03 Dec 2025"
Luxury 2 Bedroom Apartment + Bq+pool+gym,Luxury 2 Bedroom Apartment + Bq+pool+gym/Flat Apartment FOR Rent,Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦ 35,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 11 Jun 2026"
3 Bedroom Apartment + Bq+pool+gym,3 Bedroom Apartment + Bq+pool+gym/Flat Apartment FOR Rent,Banana Island Estate Banana Island Ikoyi Lagos,"₦ 95,000,000",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 02 Mar 2026"
3 Bedroom Apartment + Bq+ Elevator Etc,3 Bedroom Apartment + Bq+ Elevator Etc/Flat Apartment FOR Rent,Banana Island Estate Banana Island Ikoyi Lagos,"₦ 39,999,999/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 15 Feb 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat / Apartment FOR RENT,Banana Island Ikoyi Lagos,"₦ 50,000,000/year",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 18 May 2026"
Fully Serviced 4 Bedroom Maisonette (first Floor),Fully Serviced 4 Bedroom Maisonette (first Floor)/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 50,000,000/year",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 05 Jun 2026"
Spacious Mini Flat,Spacious Mini Flat/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 4,700,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 26 May 2026"
Furnished 2 Bedroom Flat,Furnished 2 Bedroom Flat/Flat Apartment FOR Rent,Vgc Lekki Lagos,"₦ 7,500,000/year",,"Updated 21 Jun 2026, Added 16 Jan 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,1st Roundabout Lekki Lagos,"₦ 15,000,000/year",2 Beds,"Updated 21 Jun 2026, Added 06 May 2026"
4 Bedroom Penthouse Apartment,4 Bedroom Penthouse Apartment/Flat Apartment FOR Rent,Old Ikoyi Old Ikoyi Ikoyi Lagos,"₦ 70,000,000/year",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 25 Feb 2026"
Luxury 4 Bedroom Apartment + Pool+gym,Luxury 4 Bedroom Apartment + Pool+gym/Flat Apartment FOR Rent,Off Banana Island Road Ikoyi Lagos,"₦ 45,000,000/year",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 05 Mar 2026"
Furnished 3 Bedroom Pent Floor Apartment,Furnished 3 Bedroom Pent Floor Apartment/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 65,000,000/year",3 Beds 2 Baths,"Updated 21 Jun 2026, Added 20 May 2026"
Luxury 4 Bedroom Apartment With Bq,Luxury 4 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Kofo Abayomi Victoria Island Lagos,"₦ 70,000,000/year",4 Beds 5 Baths,"Updated 21 Jun 2026, Added 02 Jun 2026"
1 Bedroom Flat,1 Bedroom Flat/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 4,000,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 24 May 2026"
3 Bedroom Apartment With Bq,3 Bedroom Apartment With Bq/Flat / Apartment FOR SALE,Oniru Victoria Island Lagos,"₦ 450,000,000",3 Beds,"Updated 23 Jun 2026, Added 17 Jun 2026"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 4,000,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 25 May 2026"
Spacious Semi Masters,Spacious Semi Masters/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 3,200,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 04 Jun 2026"
Single Bedroom,Single Bedroom/Flat Apartment FOR Rent,Chevron Drive Lekki Lagos,"₦ 2,000,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 01 Jun 2026"
Spacious 3 Bedroom Flat,Spacious 3 Bedroom Flat/Flat Apartment FOR Rent,"Carlton Gate Estate, Akobo Ibadan Oyo","₦ 5,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 04 Apr 2026"
Spacious Semi Masters Room,Spacious Semi Masters Room/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 2,000,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 03 Jun 2026"
Spacious Single Room,Spacious Single Room/Flat Apartment FOR Rent,Ikota Lekki Lagos,"₦ 1,600,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 27 May 2026"
Furnished 4 Bedroom Duplex,Furnished 4 Bedroom Duplex/Flat Apartment FOR Rent,"Kolapo Ishola Gra, Akobo Ibadan Oyo","₦ 12,000,000/year",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 23 Mar 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Akobo Ibadan North Oyo,"₦ 7,000,000/year",3 Beds 4 Baths,"Updated 21 Jun 2026, Added 22 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,"Okebadan , Off Akala Akobo Way Ibadan Oyo","₦ 2,300,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 07 Apr 2026"
Semi Masters Room,Semi Masters Room/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 2,400,000/year",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 02 Jun 2026"
4 Bedroom Detached House,4 Bedroom Detached House/Flat Apartment FOR Rent,Kimmie Prime Estate Ibadan Oyo,"₦ 7,500,000/year",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 25 Mar 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat / Apartment FOR RENT,Old Ikoyi Ikoyi Lagos,"₦ 40,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 27 Feb 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Banana Island Ikoyi Lagos,"₦ 40,000,000/year",3 Beds 2 Baths,"Updated 21 Jun 2026, Added 10 Feb 2026"
